"","From","To","relation","value"
"970",109,43,"Advice",1
"971",109,43,"Feeling",5
"972",109,43,"Conflict",1
"973",109,267,"Required",1
"974",109,267,"Advice",1
"975",109,267,"Feeling",5
"976",109,267,"Conflict",1
"977",109,183,"Required",1
"978",109,183,"Advice",1
"979",109,183,"Feeling",4
"980",109,183,"Conflict",1
"981",109,82,"Required",1
"982",109,82,"Advice",1
"983",109,82,"Feeling",3
"984",109,82,"Conflict",1
"985",109,220,"Required",1
"986",109,220,"Advice",1
"987",109,220,"Feeling",5
"988",109,220,"Conflict",1
"989",109,129,"Required",1
"990",109,129,"Advice",1
"991",109,129,"Feeling",5
"992",109,129,"Conflict",1
"993",109,78,"Required",1
"994",109,78,"Advice",1
"995",109,78,"Feeling",5
"996",109,78,"Conflict",1
"997",109,40,"Required",1
"998",109,40,"Advice",1
"999",109,40,"Feeling",4
"1000",109,40,"Conflict",1
"1001",109,173,"Required",1
"1002",109,173,"Advice",1
"1003",109,173,"Feeling",5
"1004",109,173,"Conflict",1
"1005",109,276,"Required",1
"1006",109,276,"Advice",1
"1007",109,276,"Feeling",4
"1008",109,276,"Conflict",1
"1009",109,41,"Required",1
"1010",109,41,"Advice",1
"1011",109,41,"Feeling",5
"1012",109,41,"Conflict",1
"1013",109,231,"Required",1
"1014",109,231,"Advice",1
"1015",109,231,"Feeling",4
"1016",109,231,"Conflict",1
"1017",109,341,"Required",1
"1018",109,341,"Advice",1
"1019",109,341,"Feeling",5
"1020",109,341,"Conflict",1
"1021",109,136,"Required",1
"1022",109,136,"Advice",1
"1023",109,136,"Feeling",3
"1024",109,136,"Conflict",1
"1025",109,192,"Required",1
"1026",109,192,"Advice",1
"1027",109,192,"Feeling",5
"1028",109,192,"Conflict",1
"1029",109,349,"Required",1
"1030",109,349,"Advice",1
"1031",109,349,"Feeling",5
"1032",109,349,"Conflict",1
"1033",111,332,"Required",1
"1034",111,332,"Advice",1
"1035",111,332,"Feeling",5
"1036",111,332,"Conflict",1
"1037",111,256,"Required",1
"1038",111,256,"Advice",1
"1039",111,256,"Feeling",5
"1040",111,256,"Conflict",1
"1041",111,83,"Advice",1
"1042",111,83,"Feeling",5
"1043",111,83,"Conflict",1
"1044",111,319,"Required",1
"1045",111,319,"Advice",1
"1046",111,319,"Feeling",4
"1047",111,319,"Conflict",1
"1048",111,262,"Required",1
"1049",111,262,"Advice",1
"1050",111,262,"Feeling",5
"1051",111,262,"Conflict",1
"1052",111,84,"Required",1
"1053",111,84,"Advice",1
"1054",111,84,"Feeling",5
"1055",111,84,"Conflict",1
"1056",111,180,"Advice",1
"1057",111,180,"Feeling",5
"1058",111,180,"Conflict",1
"1059",111,335,"Required",1
"1060",111,335,"Advice",1
"1061",111,335,"Feeling",5
"1062",111,335,"Conflict",1
"1063",111,137,"Required",1
"1064",111,137,"Advice",1
"1065",111,137,"Feeling",5
"1066",111,137,"Conflict",1
"1067",111,116,"Required",1
"1068",111,116,"Advice",1
"1069",111,116,"Feeling",3
"1070",111,116,"Conflict",1
"1071",111,211,"Required",1
"1072",111,211,"Advice",1
"1073",111,211,"Feeling",5
"1074",111,211,"Conflict",1
"1075",111,200,"Required",1
"1076",111,200,"Advice",1
"1077",111,200,"Feeling",3
"1078",111,200,"Conflict",1
"1079",111,145,"Advice",1
"1080",111,145,"Feeling",5
"1081",111,145,"Conflict",1
"1082",111,21,"Required",1
"1083",111,21,"Advice",1
"1084",111,21,"Feeling",5
"1085",111,21,"Conflict",1
"1086",111,302,"Required",1
"1087",111,302,"Advice",1
"1088",111,302,"Feeling",5
"1089",111,302,"Conflict",1
"1090",114,256,"Advice",1
"1091",114,256,"Feeling",3
"1092",114,256,"Conflict",1
"1093",114,291,"Feeling",5
"1094",114,291,"Conflict",1
"1095",114,81,"Advice",1
"1096",114,81,"Feeling",4
"1097",114,81,"Conflict",1
"1098",114,23,"Feeling",3
"1099",114,23,"Conflict",1
"1100",114,63,"Required",1
"1101",114,63,"Advice",1
"1102",114,63,"Feeling",4
"1103",114,63,"Conflict",1
"1104",114,184,"Feeling",3
"1105",114,184,"Conflict",1
"1106",114,265,"Feeling",2
"1107",114,265,"Conflict",1
"1108",114,273,"Feeling",4
"1109",114,273,"Conflict",1
"1110",114,84,"Advice",1
"1111",114,84,"Feeling",3
"1112",114,84,"Conflict",1
"1113",114,87,"Feeling",3
"1114",114,87,"Conflict",1
"1115",114,21,"Advice",1
"1116",114,21,"Feeling",4
"1117",114,21,"Conflict",1
"1118",114,304,"Feeling",4
"1119",114,304,"Conflict",1
"1120",116,41,"Required",1
"1121",116,41,"Advice",1
"1122",116,41,"Feeling",5
"1123",116,41,"Conflict",1
"1124",116,341,"Required",1
"1125",116,341,"Advice",1
"1126",116,341,"Feeling",4
"1127",116,341,"Conflict",4
"1128",116,200,"Required",1
"1129",116,200,"Advice",1
"1130",116,200,"Feeling",5
"1131",116,200,"Conflict",2
"1132",116,111,"Required",1
"1133",116,111,"Advice",1
"1134",116,111,"Feeling",2
"1135",116,111,"Conflict",2
"1136",116,302,"Required",1
"1137",116,302,"Advice",1
"1138",116,302,"Feeling",3
"1139",116,302,"Conflict",2
"1140",116,298,"Required",1
"1141",116,298,"Advice",1
"1142",116,298,"Feeling",2
"1143",116,298,"Conflict",2
"1144",116,136,"Required",1
"1145",116,136,"Advice",1
"1146",116,136,"Feeling",5
"1147",116,136,"Conflict",1
"1148",116,276,"Required",1
"1149",116,276,"Advice",1
"1150",116,276,"Feeling",1
"1151",116,276,"Conflict",2
"1152",116,84,"Required",1
"1153",116,84,"Advice",1
"1154",116,84,"Feeling",5
"1155",116,84,"Conflict",2
"1156",116,171,"Required",1
"1157",116,171,"Advice",1
"1158",116,171,"Feeling",5
"1159",116,171,"Conflict",2
"1160",116,182,"Required",1
"1161",116,182,"Advice",1
"1162",116,182,"Feeling",4
"1163",116,182,"Conflict",1
"1164",116,192,"Required",1
"1165",116,192,"Advice",1
"1166",116,192,"Feeling",5
"1167",116,192,"Conflict",1
"1168",116,173,"Required",1
"1169",116,173,"Advice",1
"1170",116,173,"Feeling",5
"1171",116,173,"Conflict",1
"1172",116,78,"Required",1
"1173",116,78,"Advice",1
"1174",116,78,"Feeling",4
"1175",116,78,"Conflict",1
"1176",116,339,"Required",1
"1177",116,339,"Advice",1
"1178",116,339,"Feeling",5
"1179",116,339,"Conflict",1
"1180",116,63,"Required",1
"1181",116,63,"Advice",1
"1182",116,63,"Feeling",5
"1183",116,63,"Conflict",1
"1184",116,254,"Required",1
"1185",116,254,"Feeling",5
"1186",116,254,"Conflict",1
"1187",116,264,"Required",1
"1188",116,264,"Feeling",2
"1189",116,264,"Conflict",1
"1190",116,40,"Required",1
"1191",116,40,"Advice",1
"1192",116,40,"Feeling",2
"1193",116,40,"Conflict",4
"1194",116,21,"Required",1
"1195",116,21,"Advice",1
"1196",116,21,"Feeling",5
"1197",116,21,"Conflict",2
"1198",116,256,"Required",1
"1199",116,256,"Advice",1
"1200",116,256,"Feeling",5
"1201",116,256,"Conflict",2
"1202",116,329,"Required",1
"1203",116,329,"Advice",1
"1204",116,329,"Feeling",5
"1205",116,329,"Conflict",4
"1206",116,180,"Required",1
"1207",116,180,"Advice",1
"1208",116,180,"Feeling",5
"1209",116,180,"Conflict",1
"1210",116,52,"Required",1
"1211",116,52,"Advice",1
"1212",116,52,"Feeling",5
"1213",116,52,"Conflict",2
"1214",116,60,"Required",1
"1215",116,60,"Advice",1
"1216",116,60,"Feeling",5
"1217",116,60,"Conflict",1
"1218",116,24,"Required",1
"1219",116,24,"Advice",1
"1220",116,24,"Feeling",5
"1221",116,24,"Conflict",1
"1222",116,43,"Required",1
"1223",116,43,"Advice",1
"1224",116,43,"Feeling",3
"1225",116,43,"Conflict",2
"1226",116,87,"Required",1
"1227",116,87,"Advice",1
"1228",116,87,"Feeling",5
"1229",116,87,"Conflict",4
"1230",116,149,"Required",1
"1231",116,149,"Advice",1
"1232",116,149,"Feeling",4
"1233",116,149,"Conflict",1
"1234",116,56,"Required",1
"1235",116,56,"Advice",1
"1236",116,56,"Feeling",1
"1237",116,56,"Conflict",4
"1238",129,109,"Required",1
"1239",129,109,"Advice",1
"1240",129,109,"Feeling",5
"1241",129,109,"Conflict",1
"1242",129,319,"Required",1
"1243",129,319,"Advice",1
"1244",129,319,"Feeling",5
"1245",129,319,"Conflict",1
"1246",129,84,"Required",1
"1247",129,84,"Advice",1
"1248",129,84,"Feeling",5
"1249",129,84,"Conflict",1
"1250",129,40,"Required",1
"1251",129,40,"Advice",1
"1252",129,40,"Feeling",5
"1253",129,40,"Conflict",1
"1254",129,257,"Advice",1
"1255",129,257,"Feeling",5
"1256",129,257,"Conflict",1
"1257",129,50,"Required",1
"1258",129,50,"Advice",1
"1259",129,50,"Feeling",5
"1260",129,50,"Conflict",1
"1261",129,182,"Advice",1
"1262",129,182,"Feeling",5
"1263",129,182,"Conflict",1
"1264",129,134,"Required",1
"1265",129,134,"Feeling",5
"1266",129,134,"Conflict",1
"1267",129,211,"Required",1
"1268",129,211,"Advice",1
"1269",129,211,"Feeling",5
"1270",129,211,"Conflict",1
"1271",129,220,"Required",1
"1272",129,220,"Advice",1
"1273",129,220,"Feeling",5
"1274",129,220,"Conflict",1
"1275",129,145,"Feeling",5
"1276",129,145,"Conflict",1
"1277",129,192,"Advice",1
"1278",129,192,"Feeling",5
"1279",129,192,"Conflict",1
"1280",129,194,"Feeling",4
"1281",129,194,"Conflict",1
"1282",130,24,"Advice",1
"1283",130,24,"Feeling",5
"1284",130,24,"Conflict",1
"1285",130,52,"Required",1
"1286",130,52,"Advice",1
"1287",130,52,"Feeling",5
"1288",130,52,"Conflict",1
"1289",130,100,"Advice",1
"1290",130,100,"Feeling",4
"1291",130,100,"Conflict",1
"1292",130,332,"Advice",1
"1293",130,332,"Feeling",5
"1294",130,332,"Conflict",1
"1295",130,302,"Advice",1
"1296",130,302,"Feeling",5
"1297",130,302,"Conflict",1
"1298",130,200,"Advice",1
"1299",130,200,"Feeling",4
"1300",130,200,"Conflict",1
"1301",130,211,"Required",1
"1302",130,211,"Advice",1
"1303",130,211,"Feeling",5
"1304",130,211,"Conflict",1
"1305",130,84,"Advice",1
"1306",130,84,"Feeling",5
"1307",130,84,"Conflict",1
"1308",130,111,"Feeling",2
"1309",130,111,"Conflict",2
"1310",134,194,"Required",1
"1311",134,194,"Advice",1
"1312",134,194,"Feeling",5
"1313",134,194,"Conflict",1
"1314",134,50,"Required",1
"1315",134,50,"Advice",1
"1316",134,50,"Feeling",5
"1317",134,50,"Conflict",1
"1318",134,319,"Required",1
"1319",134,319,"Advice",1
"1320",134,319,"Feeling",5
"1321",134,319,"Conflict",1
"1322",134,129,"Required",1
"1323",134,129,"Advice",1
"1324",134,129,"Feeling",5
"1325",134,129,"Conflict",1
"1326",134,211,"Required",1
"1327",134,211,"Advice",1
"1328",134,211,"Feeling",5
"1329",134,211,"Conflict",1
"1330",134,40,"Required",1
"1331",134,40,"Advice",1
"1332",134,40,"Feeling",5
"1333",134,40,"Conflict",1
"1334",145,40,"Required",1
"1335",145,40,"Advice",1
"1336",145,40,"Feeling",5
"1337",145,40,"Conflict",1
"1338",145,82,"Required",1
"1339",145,82,"Advice",1
"1340",145,82,"Feeling",5
"1341",145,82,"Conflict",1
"1342",145,211,"Required",1
"1343",145,211,"Advice",1
"1344",145,211,"Feeling",5
"1345",145,211,"Conflict",1
"1346",145,349,"Required",1
"1347",145,349,"Advice",1
"1348",145,349,"Feeling",5
"1349",145,349,"Conflict",1
"1350",145,111,"Feeling",5
"1351",145,111,"Conflict",1
"1352",145,109,"Feeling",5
"1353",145,109,"Conflict",1
"1354",145,332,"Feeling",3
"1355",145,332,"Conflict",1
"1356",145,78,"Feeling",3
"1357",145,78,"Conflict",1
"1358",145,84,"Advice",1
"1359",145,84,"Feeling",5
"1360",145,84,"Conflict",1
"1361",145,319,"Required",1
"1362",145,319,"Feeling",2
"1363",145,319,"Conflict",2
"1364",145,60,"Advice",1
"1365",145,60,"Feeling",5
"1366",145,60,"Conflict",1
"1367",145,173,"Feeling",5
"1368",145,173,"Conflict",1
"1369",145,137,"Feeling",3
"1370",145,137,"Conflict",1
"1371",145,129,"Required",1
"1372",145,129,"Advice",1
"1373",145,129,"Feeling",5
"1374",145,129,"Conflict",1
"1375",145,209,"Required",1
"1376",145,209,"Advice",1
"1377",145,209,"Feeling",5
"1378",145,209,"Conflict",1
"1379",145,246,"Advice",1
"1380",145,246,"Feeling",5
"1381",145,246,"Conflict",1
"1382",145,256,"Advice",1
"1383",145,256,"Feeling",5
"1384",145,256,"Conflict",1
"1385",145,171,"Required",1
"1386",145,171,"Advice",1
"1387",145,171,"Feeling",5
"1388",145,171,"Conflict",1
"1389",145,116,"Advice",1
"1390",145,116,"Feeling",2
"1391",145,116,"Conflict",4
"1392",145,52,"Required",1
"1393",145,52,"Advice",1
"1394",145,52,"Feeling",5
"1395",145,52,"Conflict",1
"1396",145,50,"Required",1
"1397",145,50,"Advice",1
"1398",145,50,"Feeling",5
"1399",145,50,"Conflict",1
"1400",145,302,"Advice",1
"1401",145,302,"Feeling",4
"1402",145,302,"Conflict",1
"1403",145,339,"Required",1
"1404",145,339,"Advice",1
"1405",145,339,"Feeling",5
"1406",145,339,"Conflict",1
"1407",145,194,"Required",1
"1408",145,194,"Advice",1
"1409",145,194,"Feeling",3
"1410",145,194,"Conflict",2
"1411",145,217,"Required",1
"1412",145,217,"Advice",1
"1413",145,217,"Feeling",3
"1414",145,217,"Conflict",1
"1415",145,49,"Required",1
"1416",145,49,"Advice",1
"1417",145,49,"Feeling",2
"1418",145,49,"Conflict",4
"1419",145,192,"Required",1
"1420",145,192,"Advice",1
"1421",145,192,"Feeling",5
"1422",145,192,"Conflict",1
"1423",145,182,"Required",1
"1424",145,182,"Advice",1
"1425",145,182,"Feeling",5
"1426",145,182,"Conflict",1
"1427",147,90,"Required",1
"1428",147,90,"Advice",1
"1429",147,90,"Feeling",4
"1430",147,90,"Conflict",1
"1431",147,246,"Required",1
"1432",147,246,"Advice",1
"1433",147,246,"Feeling",3
"1434",147,246,"Conflict",2
"1435",147,275,"Advice",1
"1436",147,275,"Feeling",4
"1437",147,275,"Conflict",2
"1438",147,156,"Required",1
"1439",147,156,"Feeling",4
"1440",147,156,"Conflict",2
"1441",147,148,"Required",1
"1442",147,148,"Feeling",4
"1443",147,148,"Conflict",1
"1444",147,163,"Feeling",4
"1445",147,163,"Conflict",1
"1446",147,178,"Advice",1
"1447",147,178,"Feeling",4
"1448",147,178,"Conflict",1
"1449",147,117,"Required",1
"1450",147,117,"Feeling",3
"1451",147,117,"Conflict",2
"1452",147,77,"Feeling",3
"1453",147,77,"Conflict",1
"1454",147,300,"Feeling",3
"1455",147,300,"Conflict",2
"1456",147,171,"Advice",1
"1457",147,171,"Feeling",3
"1458",147,171,"Conflict",1
"1459",147,20,"Required",1
"1460",147,20,"Advice",1
"1461",147,20,"Feeling",4
"1462",147,20,"Conflict",2
"1463",147,30,"Feeling",3
"1464",147,30,"Conflict",1
"1465",147,33,"Required",1
"1466",147,33,"Feeling",3
"1467",147,33,"Conflict",2
"1468",147,238,"Feeling",4
"1469",147,238,"Conflict",1
"1470",147,206,"Required",1
"1471",147,206,"Feeling",3
"1472",147,206,"Conflict",1
"1473",147,293,"Feeling",3
"1474",147,293,"Conflict",1
"1475",147,75,"Advice",1
"1476",147,75,"Feeling",4
"1477",147,75,"Conflict",1
"1478",147,37,"Feeling",4
"1479",147,37,"Conflict",2
"1480",147,312,"Required",1
"1481",147,312,"Advice",1
"1482",147,312,"Feeling",4
"1483",147,312,"Conflict",3
"1484",147,80,"Advice",1
"1485",147,80,"Feeling",3
"1486",147,80,"Conflict",2
"1487",163,90,"Feeling",5
"1488",163,90,"Conflict",1
"1489",163,16,"Feeling",3
"1490",163,16,"Conflict",1
"1491",163,275,"Required",1
"1492",163,275,"Feeling",3
"1493",163,275,"Conflict",1
"1494",163,344,"Feeling",5
"1495",163,344,"Conflict",1
"1496",163,77,"Feeling",5
"1497",163,77,"Conflict",1
"1498",163,300,"Feeling",5
"1499",163,300,"Conflict",1
"1500",163,20,"Required",1
"1501",163,20,"Advice",1
"1502",163,20,"Feeling",4
"1503",163,20,"Conflict",4
"1504",163,30,"Required",1
"1505",163,30,"Advice",1
"1506",163,30,"Feeling",5
"1507",163,30,"Conflict",1
"1508",163,238,"Feeling",5
"1509",163,238,"Conflict",1
"1510",163,206,"Feeling",3
"1511",163,206,"Conflict",1
"1512",163,293,"Feeling",5
"1513",163,293,"Conflict",1
"1514",163,306,"Feeling",5
"1515",163,306,"Conflict",1
"1516",163,147,"Feeling",5
"1517",163,147,"Conflict",1
"1518",163,37,"Required",1
"1519",163,37,"Feeling",2
"1520",163,37,"Conflict",4
"1521",163,312,"Feeling",5
"1522",163,312,"Conflict",1
"1523",171,298,"Required",1
"1524",171,298,"Advice",1
"1525",171,298,"Feeling",5
"1526",171,298,"Conflict",1
"1527",171,220,"Required",1
"1528",171,220,"Advice",1
"1529",171,220,"Feeling",5
"1530",171,220,"Conflict",2
"1531",171,40,"Required",1
"1532",171,40,"Feeling",4
"1533",171,40,"Conflict",3
"1534",171,267,"Required",1
"1535",171,267,"Feeling",4
"1536",171,267,"Conflict",1
"1537",171,217,"Required",1
"1538",171,217,"Feeling",2
"1539",171,217,"Conflict",2
"1540",171,109,"Required",1
"1541",171,109,"Feeling",3
"1542",171,109,"Conflict",3
"1543",171,145,"Required",1
"1544",171,145,"Advice",1
"1545",171,145,"Feeling",4
"1546",171,145,"Conflict",1
"1547",171,80,"Required",1
"1548",171,80,"Feeling",4
"1549",171,80,"Conflict",1
"1550",171,84,"Required",1
"1551",171,84,"Feeling",4
"1552",171,84,"Conflict",1
"1553",171,350,"Required",1
"1554",171,350,"Feeling",2
"1555",171,350,"Conflict",4
"1556",171,56,"Feeling",2
"1557",171,56,"Conflict",3
"1558",171,21,"Feeling",4
"1559",171,21,"Conflict",1
"1560",171,20,"Feeling",4
"1561",171,20,"Conflict",3
"1562",171,63,"Feeling",3
"1563",171,63,"Conflict",1
"1564",171,147,"Feeling",3
"1565",171,147,"Conflict",1
"1566",173,350,"Required",1
"1567",173,350,"Feeling",4
"1568",173,350,"Conflict",2
"1569",173,56,"Feeling",4
"1570",173,56,"Conflict",1
"1571",173,217,"Required",1
"1572",173,217,"Feeling",1
"1573",173,217,"Conflict",2
"1574",173,220,"Required",1
"1575",173,220,"Feeling",1
"1576",173,220,"Conflict",2
"1577",173,182,"Required",1
"1578",173,182,"Feeling",1
"1579",173,182,"Conflict",2
"1580",173,339,"Required",1
"1581",173,339,"Feeling",1
"1582",173,339,"Conflict",2
"1583",173,194,"Required",1
"1584",173,194,"Feeling",1
"1585",173,194,"Conflict",2
"1586",173,49,"Feeling",1
"1587",173,49,"Conflict",2
"1588",173,40,"Required",1
"1589",173,40,"Feeling",1
"1590",173,40,"Conflict",2
"1591",173,171,"Feeling",1
"1592",173,171,"Conflict",2
"1593",180,329,"Feeling",5
"1594",180,329,"Conflict",1
"1595",180,173,"Feeling",5
"1596",180,173,"Conflict",1
"1597",180,136,"Advice",1
"1598",180,136,"Feeling",5
"1599",180,136,"Conflict",1
"1600",180,24,"Feeling",5
"1601",180,24,"Conflict",1
"1602",180,349,"Advice",1
"1603",180,349,"Feeling",4
"1604",180,349,"Conflict",2
"1605",180,52,"Feeling",5
"1606",180,52,"Conflict",1
"1607",180,254,"Required",1
"1608",180,254,"Feeling",5
"1609",180,254,"Conflict",1
"1610",180,156,"Feeling",5
"1611",180,156,"Conflict",1
"1612",182,276,"Required",1
"1613",182,276,"Advice",1
"1614",182,276,"Feeling",4
"1615",182,276,"Conflict",2
"1616",182,339,"Required",1
"1617",182,339,"Advice",1
"1618",182,339,"Feeling",5
"1619",182,339,"Conflict",2
"1620",182,194,"Required",1
"1621",182,194,"Feeling",2
"1622",182,194,"Conflict",2
"1623",182,192,"Required",1
"1624",182,192,"Advice",1
"1625",182,192,"Feeling",4
"1626",182,192,"Conflict",2
"1627",182,40,"Required",1
"1628",182,40,"Advice",1
"1629",182,40,"Feeling",4
"1630",182,40,"Conflict",2
"1631",182,41,"Required",1
"1632",182,41,"Feeling",4
"1633",182,41,"Conflict",1
"1634",182,137,"Required",1
"1635",182,137,"Feeling",2
"1636",182,137,"Conflict",1
"1637",182,220,"Required",1
"1638",182,220,"Advice",1
"1639",182,220,"Feeling",3
"1640",182,220,"Conflict",2
"1641",182,341,"Feeling",3
"1642",182,341,"Conflict",1
"1643",182,171,"Required",1
"1644",182,171,"Advice",1
"1645",182,171,"Feeling",4
"1646",182,171,"Conflict",1
"1647",182,136,"Feeling",3
"1648",182,136,"Conflict",1
"1649",182,119,"Required",1
"1650",182,119,"Feeling",2
"1651",182,119,"Conflict",2
"1652",182,349,"Feeling",2
"1653",182,349,"Conflict",2
"1654",182,329,"Advice",1
"1655",182,329,"Feeling",4
"1656",182,329,"Conflict",1
"1657",182,109,"Feeling",3
"1658",182,109,"Conflict",1
"1659",183,147,"Required",1
"1660",183,147,"Advice",1
"1661",183,147,"Feeling",5
"1662",183,147,"Conflict",1
"1663",183,90,"Advice",1
"1664",183,90,"Feeling",4
"1665",183,90,"Conflict",1
"1666",183,43,"Required",1
"1667",183,43,"Advice",1
"1668",183,43,"Feeling",2
"1669",183,43,"Conflict",1
"1670",183,267,"Required",1
"1671",183,267,"Advice",1
"1672",183,267,"Feeling",4
"1673",183,267,"Conflict",1
"1674",183,350,"Advice",1
"1675",183,350,"Feeling",4
"1676",183,350,"Conflict",1
"1677",183,178,"Required",1
"1678",183,178,"Feeling",5
"1679",183,178,"Conflict",1
"1680",183,246,"Advice",1
"1681",183,246,"Feeling",5
"1682",183,246,"Conflict",1
"1683",183,20,"Required",1
"1684",183,20,"Advice",1
"1685",183,20,"Feeling",5
"1686",183,20,"Conflict",1
"1687",183,49,"Feeling",3
"1688",183,49,"Conflict",1
"1689",183,145,"Advice",1
"1690",183,145,"Feeling",4
"1691",183,145,"Conflict",1
"1692",183,298,"Required",1
"1693",183,298,"Advice",1
"1694",183,298,"Feeling",5
"1695",183,298,"Conflict",1
"1696",183,56,"Feeling",2
"1697",183,56,"Conflict",4
"1698",183,312,"Advice",1
"1699",183,312,"Feeling",5
"1700",183,312,"Conflict",1
"1701",183,171,"Required",1
"1702",183,171,"Advice",1
"1703",183,171,"Feeling",5
"1704",183,171,"Conflict",1
"1705",183,318,"Required",1
"1706",183,318,"Advice",1
"1707",183,318,"Feeling",5
"1708",183,318,"Conflict",2
"1709",192,182,"Required",1
"1710",192,182,"Feeling",4
"1711",192,182,"Conflict",2
"1712",192,339,"Required",1
"1713",192,339,"Advice",1
"1714",192,339,"Feeling",5
"1715",192,339,"Conflict",1
"1716",192,194,"Required",1
"1717",192,194,"Advice",1
"1718",192,194,"Feeling",5
"1719",192,194,"Conflict",1
"1720",192,341,"Required",1
"1721",192,341,"Feeling",5
"1722",192,341,"Conflict",1
"1723",192,136,"Required",1
"1724",192,136,"Feeling",5
"1725",192,136,"Conflict",1
"1726",192,145,"Required",1
"1727",192,145,"Feeling",5
"1728",192,145,"Conflict",1
"1729",192,78,"Required",1
"1730",192,78,"Feeling",5
"1731",192,78,"Conflict",1
"1732",192,173,"Required",1
"1733",192,173,"Feeling",5
"1734",192,173,"Conflict",1
"1735",192,116,"Feeling",5
"1736",192,116,"Conflict",1
"1737",192,109,"Feeling",5
"1738",192,109,"Conflict",1
"1739",192,41,"Feeling",5
"1740",192,41,"Conflict",1
"1741",192,276,"Advice",1
"1742",192,276,"Feeling",5
"1743",192,276,"Conflict",1
"1744",192,40,"Advice",1
"1745",192,40,"Feeling",5
"1746",192,40,"Conflict",1
"1747",192,220,"Required",1
"1748",192,220,"Feeling",5
"1749",192,220,"Conflict",1
"1750",194,182,"Required",1
"1751",194,182,"Advice",1
"1752",194,182,"Feeling",5
"1753",194,182,"Conflict",2
"1754",194,339,"Required",1
"1755",194,339,"Advice",1
"1756",194,339,"Feeling",5
"1757",194,339,"Conflict",2
"1758",194,319,"Required",1
"1759",194,319,"Feeling",5
"1760",194,319,"Conflict",2
"1761",194,137,"Required",1
"1762",194,137,"Advice",1
"1763",194,137,"Feeling",5
"1764",194,137,"Conflict",2
"1765",194,50,"Required",1
"1766",194,50,"Advice",1
"1767",194,50,"Feeling",5
"1768",194,50,"Conflict",2
"1769",194,78,"Required",1
"1770",194,78,"Feeling",4
"1771",194,78,"Conflict",2
"1772",194,40,"Required",1
"1773",194,40,"Advice",1
"1774",194,40,"Feeling",5
"1775",194,40,"Conflict",2
"1776",194,173,"Required",1
"1777",194,173,"Feeling",5
"1778",194,173,"Conflict",2
"1779",194,276,"Required",1
"1780",194,276,"Advice",1
"1781",194,276,"Feeling",5
"1782",194,276,"Conflict",2
"1783",194,41,"Required",1
"1784",194,41,"Advice",1
"1785",194,41,"Feeling",5
"1786",194,41,"Conflict",2
"1787",194,341,"Required",1
"1788",194,341,"Advice",1
"1789",194,341,"Feeling",5
"1790",194,341,"Conflict",2
"1791",194,136,"Required",1
"1792",194,136,"Feeling",4
"1793",194,136,"Conflict",2
"1794",194,192,"Required",1
"1795",194,192,"Advice",1
"1796",194,192,"Feeling",5
"1797",194,192,"Conflict",2
"1798",194,52,"Required",1
"1799",194,52,"Feeling",5
"1800",194,52,"Conflict",2
"1801",194,134,"Required",1
"1802",194,134,"Feeling",5
"1803",194,134,"Conflict",2
"1804",194,211,"Required",1
"1805",194,211,"Advice",1
"1806",194,211,"Feeling",5
"1807",194,211,"Conflict",2
"1808",194,80,"Required",1
"1809",194,80,"Advice",1
"1810",194,80,"Feeling",5
"1811",194,80,"Conflict",1
"1812",194,56,"Required",1
"1813",194,56,"Feeling",4
"1814",194,56,"Conflict",1
"1815",194,43,"Required",1
"1816",194,43,"Feeling",4
"1817",194,43,"Conflict",2
"1818",194,220,"Required",1
"1819",194,220,"Feeling",4
"1820",194,220,"Conflict",2
"1821",194,129,"Required",1
"1822",194,129,"Advice",1
"1823",194,129,"Feeling",5
"1824",194,129,"Conflict",2
"1825",194,109,"Required",1
"1826",194,109,"Feeling",4
"1827",194,109,"Conflict",2
"1828",194,145,"Required",1
"1829",194,145,"Feeling",5
"1830",194,145,"Conflict",2
"1831",194,180,"Required",1
"1832",194,180,"Feeling",4
"1833",194,180,"Conflict",2
"1834",194,349,"Required",1
"1835",194,349,"Advice",1
"1836",194,349,"Feeling",5
"1837",194,349,"Conflict",2
"1838",196,222,"Required",1
"1839",196,291,"Required",1
"1840",196,273,"Required",1
"1841",197,70,"Required",1
"1842",197,70,"Advice",1
"1843",197,70,"Feeling",5
"1844",197,70,"Conflict",1
"1845",197,245,"Required",1
"1846",197,245,"Advice",1
"1847",197,245,"Feeling",5
"1848",197,245,"Conflict",1
"1849",197,229,"Required",1
"1850",197,229,"Advice",1
"1851",197,229,"Feeling",3
"1852",197,229,"Conflict",1
"1853",197,9,"Required",1
"1854",197,9,"Advice",1
"1855",197,9,"Feeling",3
"1856",197,9,"Conflict",1
"1857",197,216,"Required",1
"1858",197,216,"Advice",1
"1859",197,216,"Feeling",4
"1860",197,216,"Conflict",1
"1861",197,71,"Required",1
"1862",197,71,"Advice",1
"1863",197,71,"Feeling",3
"1864",197,71,"Conflict",2
"1865",197,10,"Required",1
"1866",197,10,"Advice",1
"1867",197,10,"Feeling",5
"1868",197,10,"Conflict",1
"1869",197,169,"Required",1
"1870",197,169,"Advice",1
"1871",197,169,"Feeling",2
"1872",197,169,"Conflict",4
"1873",200,116,"Required",1
"1874",200,116,"Advice",1
"1875",200,116,"Feeling",5
"1876",200,116,"Conflict",1
"1877",200,254,"Required",1
"1878",200,254,"Feeling",4
"1879",200,254,"Conflict",1
