"","From","To","relation","value"
"1880",200,52,"Required",1
"1881",200,52,"Feeling",4
"1882",200,52,"Conflict",2
"1883",200,111,"Required",1
"1884",200,111,"Feeling",3
"1885",200,111,"Conflict",1
"1886",200,80,"Feeling",3
"1887",200,80,"Conflict",1
"1888",200,335,"Required",1
"1889",200,335,"Feeling",2
"1890",200,335,"Conflict",2
"1891",200,60,"Feeling",3
"1892",200,60,"Conflict",1
"1893",200,302,"Required",1
"1894",200,302,"Advice",1
"1895",200,302,"Feeling",3
"1896",200,302,"Conflict",1
"1897",200,312,"Required",1
"1898",200,312,"Feeling",3
"1899",200,312,"Conflict",1
"1900",208,229,"Required",1
"1901",208,229,"Advice",1
"1902",208,229,"Feeling",3
"1903",208,229,"Conflict",1
"1904",208,245,"Required",1
"1905",208,245,"Advice",1
"1906",208,245,"Feeling",3
"1907",208,245,"Conflict",1
"1908",208,216,"Required",1
"1909",208,216,"Advice",1
"1910",208,216,"Feeling",3
"1911",208,216,"Conflict",1
"1912",208,197,"Required",1
"1913",208,197,"Advice",1
"1914",208,197,"Feeling",3
"1915",208,197,"Conflict",1
"1916",208,70,"Required",1
"1917",208,70,"Advice",1
"1918",208,70,"Feeling",3
"1919",208,70,"Conflict",1
"1920",208,71,"Required",1
"1921",208,71,"Advice",1
"1922",208,71,"Feeling",3
"1923",208,71,"Conflict",1
"1924",208,10,"Required",1
"1925",208,10,"Advice",1
"1926",208,10,"Feeling",3
"1927",208,10,"Conflict",1
"1928",209,211,"Required",1
"1929",209,211,"Advice",1
"1930",209,211,"Feeling",5
"1931",209,211,"Conflict",1
"1932",209,60,"Required",1
"1933",209,60,"Feeling",4
"1934",209,60,"Conflict",4
"1935",209,303,"Required",1
"1936",209,303,"Feeling",4
"1937",209,303,"Conflict",2
"1938",209,302,"Required",1
"1939",209,302,"Advice",1
"1940",209,302,"Feeling",4
"1941",209,302,"Conflict",3
"1942",209,257,"Advice",1
"1943",209,257,"Feeling",5
"1944",209,257,"Conflict",4
"1945",209,84,"Advice",1
"1946",209,84,"Feeling",4
"1947",209,84,"Conflict",2
"1948",209,52,"Advice",1
"1949",209,52,"Feeling",4
"1950",209,52,"Conflict",2
"1951",209,129,"Advice",1
"1952",209,129,"Feeling",3
"1953",209,129,"Conflict",1
"1954",209,319,"Advice",1
"1955",209,319,"Feeling",3
"1956",209,319,"Conflict",1
"1957",211,171,"Advice",1
"1958",211,171,"Feeling",3
"1959",211,171,"Conflict",1
"1960",211,350,"Feeling",2
"1961",211,350,"Conflict",2
"1962",211,298,"Required",1
"1963",211,298,"Advice",1
"1964",211,298,"Feeling",5
"1965",211,298,"Conflict",1
"1966",211,56,"Required",1
"1967",211,56,"Feeling",3
"1968",211,56,"Conflict",1
"1969",211,84,"Required",1
"1970",211,84,"Advice",1
"1971",211,84,"Feeling",5
"1972",211,84,"Conflict",1
"1973",211,43,"Feeling",2
"1974",211,43,"Conflict",2
"1975",211,21,"Feeling",3
"1976",211,21,"Conflict",1
"1977",211,220,"Required",1
"1978",211,220,"Advice",1
"1979",211,220,"Feeling",2
"1980",211,220,"Conflict",4
"1981",211,217,"Feeling",2
"1982",211,217,"Conflict",2
"1983",211,319,"Required",1
"1984",211,319,"Feeling",3
"1985",211,319,"Conflict",1
"1986",211,262,"Required",1
"1987",211,262,"Feeling",5
"1988",211,262,"Conflict",1
"1989",211,303,"Required",1
"1990",211,303,"Feeling",5
"1991",211,303,"Conflict",1
"1992",211,137,"Required",1
"1993",211,137,"Advice",1
"1994",211,137,"Feeling",4
"1995",211,137,"Conflict",1
"1996",211,50,"Required",1
"1997",211,50,"Feeling",3
"1998",211,50,"Conflict",1
"1999",211,200,"Required",1
"2000",211,200,"Feeling",1
"2001",211,200,"Conflict",2
"2002",211,24,"Required",1
"2003",211,24,"Feeling",4
"2004",211,24,"Conflict",1
"2005",211,40,"Required",1
"2006",211,40,"Advice",1
"2007",211,40,"Feeling",2
"2008",211,40,"Conflict",4
"2009",211,231,"Required",1
"2010",211,231,"Advice",1
"2011",211,231,"Feeling",5
"2012",211,231,"Conflict",1
"2013",211,182,"Advice",1
"2014",211,182,"Feeling",2
"2015",211,182,"Conflict",4
"2016",211,339,"Advice",1
"2017",211,339,"Feeling",4
"2018",211,339,"Conflict",1
"2019",211,145,"Feeling",5
"2020",211,145,"Conflict",1
"2021",211,60,"Required",1
"2022",211,60,"Advice",1
"2023",211,60,"Feeling",5
"2024",211,60,"Conflict",1
"2025",211,257,"Advice",1
"2026",211,257,"Feeling",5
"2027",211,257,"Conflict",1
"2028",211,52,"Required",1
"2029",211,52,"Advice",1
"2030",211,52,"Feeling",4
"2031",211,52,"Conflict",1
"2032",211,134,"Required",1
"2033",211,134,"Feeling",1
"2034",211,134,"Conflict",2
"2035",211,302,"Required",1
"2036",211,302,"Advice",1
"2037",211,302,"Feeling",5
"2038",211,302,"Conflict",1
"2039",211,130,"Required",1
"2040",211,130,"Feeling",5
"2041",211,130,"Conflict",1
"2042",211,332,"Required",1
"2043",211,332,"Advice",1
"2044",211,332,"Feeling",5
"2045",211,332,"Conflict",1
"2046",211,347,"Required",1
"2047",211,347,"Advice",1
"2048",211,347,"Feeling",5
"2049",211,347,"Conflict",1
"2050",211,335,"Required",1
"2051",211,335,"Advice",1
"2052",211,335,"Feeling",2
"2053",211,335,"Conflict",2
"2054",220,84,"Required",1
"2055",220,84,"Feeling",5
"2056",220,84,"Conflict",1
"2057",220,40,"Required",1
"2058",220,40,"Advice",1
"2059",220,40,"Feeling",5
"2060",220,40,"Conflict",2
"2061",220,129,"Required",1
"2062",220,129,"Feeling",5
"2063",220,129,"Conflict",1
"2064",220,171,"Required",1
"2065",220,171,"Advice",1
"2066",220,171,"Feeling",5
"2067",220,171,"Conflict",1
"2068",220,257,"Required",1
"2069",220,257,"Feeling",5
"2070",220,257,"Conflict",1
"2071",220,82,"Required",1
"2072",220,82,"Feeling",4
"2073",220,82,"Conflict",1
"2074",220,349,"Required",1
"2075",220,349,"Feeling",5
"2076",220,349,"Conflict",1
"2077",220,182,"Required",1
"2078",220,182,"Feeling",4
"2079",220,182,"Conflict",1
"2080",220,75,"Required",1
"2081",220,75,"Feeling",4
"2082",220,75,"Conflict",1
"2083",220,211,"Required",1
"2084",220,211,"Feeling",5
"2085",220,211,"Conflict",1
"2086",220,109,"Required",1
"2087",220,109,"Advice",1
"2088",220,109,"Feeling",5
"2089",220,109,"Conflict",1
"2090",220,339,"Required",1
"2091",220,339,"Advice",1
"2092",220,339,"Feeling",5
"2093",220,339,"Conflict",1
"2094",220,194,"Required",1
"2095",220,194,"Feeling",4
"2096",220,194,"Conflict",1
"2097",220,43,"Required",1
"2098",220,43,"Feeling",4
"2099",220,43,"Conflict",1
"2100",220,267,"Required",1
"2101",220,267,"Advice",1
"2102",220,267,"Feeling",5
"2103",220,267,"Conflict",1
"2104",220,20,"Required",1
"2105",220,20,"Feeling",4
"2106",220,20,"Conflict",2
"2107",220,350,"Required",1
"2108",220,350,"Advice",1
"2109",220,350,"Feeling",4
"2110",220,350,"Conflict",1
"2111",220,80,"Required",1
"2112",220,80,"Feeling",5
"2113",220,80,"Conflict",1
"2114",220,21,"Required",1
"2115",220,21,"Feeling",4
"2116",220,21,"Conflict",1
"2117",220,298,"Required",1
"2118",220,298,"Feeling",5
"2119",220,298,"Conflict",1
"2120",220,56,"Required",1
"2121",220,56,"Feeling",4
"2122",220,56,"Conflict",1
"2123",220,147,"Required",1
"2124",220,147,"Feeling",4
"2125",220,147,"Conflict",1
"2126",222,84,"Advice",1
"2127",222,84,"Feeling",3
"2128",222,84,"Conflict",1
"2129",222,291,"Feeling",5
"2130",222,63,"Required",1
"2131",222,63,"Advice",1
"2132",222,63,"Feeling",3
"2133",222,63,"Conflict",3
"2134",222,196,"Feeling",2
"2135",222,196,"Conflict",4
"2136",222,273,"Feeling",3
"2137",222,273,"Conflict",4
"2138",229,9,"Required",1
"2139",229,9,"Feeling",2
"2140",229,9,"Conflict",1
"2141",229,216,"Required",1
"2142",229,216,"Feeling",4
"2143",229,245,"Required",1
"2144",229,245,"Feeling",4
"2145",229,70,"Required",1
"2146",229,70,"Feeling",4
"2147",229,71,"Required",1
"2148",229,71,"Feeling",2
"2149",229,197,"Required",1
"2150",229,197,"Feeling",2
"2151",229,49,"Required",1
"2152",229,49,"Feeling",5
"2153",229,10,"Required",1
"2154",229,10,"Feeling",2
"2155",229,169,"Required",1
"2156",229,169,"Feeling",1
"2157",238,206,"Required",1
"2158",238,206,"Feeling",3
"2159",238,206,"Conflict",1
"2160",238,293,"Required",1
"2161",238,293,"Feeling",5
"2162",238,293,"Conflict",1
"2163",238,30,"Feeling",3
"2164",238,30,"Conflict",3
"2165",238,90,"Required",1
"2166",238,90,"Advice",1
"2167",238,90,"Feeling",5
"2168",238,90,"Conflict",1
"2169",238,300,"Required",1
"2170",238,300,"Feeling",4
"2171",238,300,"Conflict",3
"2172",238,77,"Feeling",5
"2173",238,77,"Conflict",1
"2174",238,312,"Required",1
"2175",238,312,"Feeling",5
"2176",238,312,"Conflict",1
"2177",245,229,"Advice",1
"2178",245,229,"Feeling",5
"2179",245,229,"Conflict",2
"2180",245,216,"Required",1
"2181",245,216,"Feeling",2
"2182",245,216,"Conflict",3
"2183",245,70,"Required",1
"2184",245,70,"Feeling",5
"2185",245,70,"Conflict",1
"2186",245,197,"Required",1
"2187",245,197,"Feeling",5
"2188",245,197,"Conflict",1
"2189",245,71,"Required",1
"2190",245,71,"Feeling",5
"2191",245,71,"Conflict",1
"2192",245,9,"Required",1
"2193",245,9,"Feeling",4
"2194",245,9,"Conflict",1
"2195",245,10,"Required",1
"2196",245,10,"Feeling",5
"2197",245,10,"Conflict",1
"2198",245,49,"Conflict",1
"2199",245,169,"Feeling",4
"2200",245,169,"Conflict",2
"2201",246,33,"Required",1
"2202",246,33,"Advice",1
"2203",246,33,"Feeling",5
"2204",246,148,"Required",1
"2205",246,148,"Advice",1
"2206",246,148,"Feeling",5
"2207",246,147,"Required",1
"2208",246,147,"Advice",1
"2209",246,147,"Feeling",5
"2210",246,312,"Required",1
"2211",246,312,"Advice",1
"2212",246,312,"Feeling",4
"2213",246,318,"Required",1
"2214",246,318,"Advice",1
"2215",246,318,"Feeling",4
"2216",246,80,"Required",1
"2217",246,80,"Advice",1
"2218",246,80,"Feeling",5
"2219",246,83,"Required",1
"2220",246,83,"Advice",1
"2221",246,83,"Feeling",4
"2222",246,156,"Required",1
"2223",246,156,"Advice",1
"2224",246,156,"Feeling",5
"2225",246,264,"Required",1
"2226",246,264,"Feeling",5
"2227",246,217,"Required",1
"2228",246,217,"Feeling",5
"2229",256,114,"Required",1
"2230",256,114,"Feeling",2
"2231",256,114,"Conflict",1
"2232",256,81,"Required",1
"2233",256,81,"Feeling",3
"2234",256,81,"Conflict",2
"2235",256,23,"Required",1
"2236",256,23,"Advice",1
"2237",256,23,"Feeling",4
"2238",256,23,"Conflict",1
"2239",256,63,"Required",1
"2240",256,63,"Advice",1
"2241",256,63,"Feeling",2
"2242",256,63,"Conflict",2
"2243",256,184,"Required",1
"2244",256,184,"Feeling",2
"2245",256,184,"Conflict",1
"2246",256,265,"Required",1
"2247",256,265,"Feeling",2
"2248",256,265,"Conflict",2
"2249",256,84,"Required",1
"2250",256,84,"Advice",1
"2251",256,84,"Feeling",2
"2252",256,84,"Conflict",2
"2253",256,87,"Required",1
"2254",256,87,"Advice",1
"2255",256,87,"Feeling",3
"2256",256,87,"Conflict",2
"2257",256,21,"Required",1
"2258",256,21,"Advice",1
"2259",256,21,"Feeling",2
"2260",256,21,"Conflict",2
"2261",256,43,"Required",1
"2262",256,43,"Advice",1
"2263",256,43,"Feeling",1
"2264",256,43,"Conflict",2
"2265",256,171,"Advice",1
"2266",256,171,"Feeling",5
"2267",256,171,"Conflict",1
"2268",256,350,"Feeling",4
"2269",256,350,"Conflict",1
"2270",256,302,"Required",1
"2271",256,302,"Advice",1
"2272",256,302,"Feeling",5
"2273",256,302,"Conflict",1
"2274",256,319,"Feeling",3
"2275",256,319,"Conflict",1
"2276",256,149,"Feeling",4
"2277",256,149,"Conflict",1
"2278",257,84,"Required",1
"2279",257,84,"Advice",1
"2280",257,84,"Feeling",5
"2281",257,84,"Conflict",1
"2282",257,220,"Required",1
"2283",257,220,"Advice",1
"2284",257,220,"Feeling",3
"2285",257,220,"Conflict",2
"2286",257,319,"Feeling",4
"2287",257,319,"Conflict",1
"2288",257,50,"Advice",1
"2289",257,50,"Feeling",3
"2290",257,50,"Conflict",1
"2291",257,40,"Required",1
"2292",257,40,"Advice",1
"2293",257,40,"Feeling",5
"2294",257,40,"Conflict",2
"2295",257,339,"Advice",1
"2296",257,339,"Feeling",5
"2297",257,339,"Conflict",1
"2298",257,145,"Feeling",3
"2299",257,145,"Conflict",1
"2300",257,109,"Advice",1
"2301",257,109,"Feeling",2
"2302",257,109,"Conflict",2
"2303",257,217,"Feeling",4
"2304",257,217,"Conflict",1
"2305",257,302,"Required",1
"2306",257,302,"Advice",1
"2307",257,302,"Feeling",5
"2308",257,302,"Conflict",1
"2309",257,211,"Required",1
"2310",257,211,"Advice",1
"2311",257,211,"Feeling",5
"2312",257,211,"Conflict",1
"2313",257,21,"Required",1
"2314",257,21,"Advice",1
"2315",257,21,"Feeling",3
"2316",257,21,"Conflict",1
"2317",257,43,"Advice",1
"2318",257,43,"Feeling",2
"2319",257,43,"Conflict",1
"2320",257,298,"Required",1
"2321",257,298,"Advice",1
"2322",257,298,"Feeling",3
"2323",257,298,"Conflict",1
"2324",257,267,"Advice",1
"2325",257,267,"Feeling",4
"2326",257,267,"Conflict",1
"2327",267,90,"Advice",1
"2328",267,90,"Feeling",5
"2329",267,90,"Conflict",2
"2330",267,168,"Advice",1
"2331",267,168,"Feeling",2
"2332",267,168,"Conflict",4
"2333",267,246,"Advice",1
"2334",267,246,"Feeling",5
"2335",267,246,"Conflict",1
"2336",267,16,"Advice",1
"2337",267,16,"Feeling",5
"2338",267,16,"Conflict",1
"2339",267,83,"Advice",1
"2340",267,83,"Feeling",4
"2341",267,83,"Conflict",2
"2342",267,84,"Feeling",5
"2343",267,84,"Conflict",2
"2344",267,275,"Advice",1
"2345",267,275,"Feeling",5
"2346",267,275,"Conflict",1
"2347",267,156,"Advice",1
"2348",267,156,"Feeling",4
"2349",267,156,"Conflict",1
"2350",267,40,"Advice",1
"2351",267,40,"Feeling",4
"2352",267,40,"Conflict",2
"2353",267,148,"Advice",1
"2354",267,148,"Feeling",5
"2355",267,148,"Conflict",1
"2356",267,163,"Advice",1
"2357",267,163,"Feeling",4
"2358",267,163,"Conflict",1
"2359",267,77,"Feeling",4
"2360",267,77,"Conflict",1
"2361",267,300,"Feeling",5
"2362",267,300,"Conflict",2
"2363",267,171,"Advice",1
"2364",267,171,"Feeling",5
"2365",267,171,"Conflict",2
"2366",267,20,"Required",1
"2367",267,20,"Advice",1
"2368",267,20,"Feeling",5
"2369",267,20,"Conflict",2
"2370",267,30,"Advice",1
"2371",267,30,"Feeling",5
"2372",267,30,"Conflict",2
"2373",267,33,"Required",1
"2374",267,33,"Advice",1
"2375",267,33,"Feeling",5
"2376",267,33,"Conflict",1
"2377",267,238,"Feeling",4
"2378",267,238,"Conflict",2
"2379",267,206,"Feeling",4
"2380",267,206,"Conflict",1
"2381",267,293,"Feeling",5
"2382",267,293,"Conflict",2
"2383",267,306,"Advice",1
"2384",267,306,"Feeling",5
"2385",267,306,"Conflict",1
"2386",267,75,"Required",1
"2387",267,75,"Advice",1
"2388",267,75,"Feeling",5
"2389",267,75,"Conflict",2
"2390",267,220,"Required",1
"2391",267,220,"Advice",1
"2392",267,220,"Feeling",5
"2393",267,220,"Conflict",2
"2394",267,59,"Advice",1
"2395",267,59,"Feeling",4
"2396",267,59,"Conflict",1
"2397",267,80,"Required",1
"2398",267,80,"Advice",1
"2399",267,80,"Feeling",5
"2400",267,80,"Conflict",2
"2401",267,298,"Required",1
"2402",267,298,"Advice",1
"2403",267,298,"Feeling",4
"2404",267,298,"Conflict",1
"2405",267,147,"Required",1
"2406",267,147,"Advice",1
"2407",267,147,"Feeling",5
"2408",267,147,"Conflict",2
"2409",267,37,"Feeling",4
"2410",267,37,"Conflict",4
"2411",267,312,"Advice",1
"2412",267,312,"Feeling",5
"2413",267,312,"Conflict",2
"2414",267,56,"Advice",1
"2415",267,56,"Feeling",4
"2416",267,56,"Conflict",1
"2417",273,84,"Required",1
"2418",273,84,"Advice",1
"2419",273,84,"Feeling",5
"2420",275,20,"Required",1
"2421",275,20,"Advice",1
"2422",275,20,"Feeling",5
"2423",275,20,"Conflict",1
"2424",275,267,"Required",1
"2425",275,267,"Advice",1
"2426",275,267,"Feeling",5
"2427",275,267,"Conflict",1
"2428",275,147,"Required",1
"2429",275,147,"Advice",1
"2430",275,147,"Feeling",5
"2431",275,147,"Conflict",1
"2432",275,163,"Required",1
"2433",275,163,"Advice",1
"2434",275,163,"Feeling",4
"2435",275,163,"Conflict",1
"2436",275,30,"Required",1
"2437",275,30,"Advice",1
"2438",275,30,"Feeling",4
"2439",275,30,"Conflict",1
"2440",275,37,"Required",1
"2441",275,37,"Advice",1
"2442",275,37,"Feeling",5
"2443",275,37,"Conflict",1
"2444",275,312,"Required",1
"2445",275,312,"Feeling",4
"2446",275,312,"Conflict",4
"2447",275,306,"Required",1
"2448",275,306,"Advice",1
"2449",275,306,"Feeling",5
"2450",275,306,"Conflict",1
"2451",275,293,"Required",1
"2452",275,293,"Feeling",4
"2453",275,293,"Conflict",4
"2454",275,238,"Required",1
"2455",275,238,"Feeling",3
"2456",275,238,"Conflict",4
"2457",275,300,"Required",1
"2458",275,300,"Feeling",3
"2459",275,300,"Conflict",4
"2460",275,77,"Required",1
"2461",275,77,"Feeling",2
"2462",275,77,"Conflict",2
"2463",275,90,"Required",1
"2464",275,90,"Feeling",3
"2465",275,90,"Conflict",2
"2466",275,171,"Required",1
"2467",275,171,"Advice",1
"2468",275,171,"Feeling",5
"2469",275,171,"Conflict",1
"2470",275,350,"Required",1
"2471",275,350,"Advice",1
"2472",275,350,"Feeling",3
"2473",275,350,"Conflict",3
"2474",276,350,"Required",1
"2475",276,350,"Advice",1
"2476",276,350,"Feeling",4
"2477",276,350,"Conflict",1
"2478",276,56,"Required",1
"2479",276,56,"Feeling",4
"2480",276,56,"Conflict",1
"2481",276,84,"Required",1
"2482",276,84,"Advice",1
"2483",276,84,"Feeling",4
"2484",276,84,"Conflict",1
"2485",276,21,"Required",1
"2486",276,21,"Advice",1
"2487",276,21,"Feeling",4
"2488",276,21,"Conflict",1
"2489",276,129,"Required",1
"2490",276,129,"Advice",1
"2491",276,129,"Feeling",4
"2492",276,129,"Conflict",1
"2493",276,319,"Required",1
"2494",276,319,"Advice",1
"2495",276,319,"Feeling",5
"2496",276,319,"Conflict",1
"2497",276,78,"Required",1
"2498",276,78,"Advice",1
"2499",276,78,"Feeling",5
"2500",276,78,"Conflict",1
"2501",276,40,"Required",1
"2502",276,40,"Advice",1
"2503",276,40,"Feeling",5
"2504",276,40,"Conflict",1
"2505",276,173,"Required",1
"2506",276,173,"Advice",1
"2507",276,173,"Feeling",4
"2508",276,173,"Conflict",1
"2509",276,41,"Required",1
"2510",276,41,"Advice",1
"2511",276,41,"Feeling",4
"2512",276,41,"Conflict",1
"2513",276,116,"Required",1
"2514",276,116,"Advice",1
"2515",276,116,"Feeling",4
"2516",276,116,"Conflict",2
"2517",276,182,"Required",1
"2518",276,182,"Advice",1
"2519",276,182,"Feeling",5
"2520",276,182,"Conflict",1
"2521",276,339,"Required",1
"2522",276,339,"Advice",1
"2523",276,339,"Feeling",5
"2524",276,339,"Conflict",1
"2525",276,194,"Required",1
"2526",276,194,"Advice",1
"2527",276,194,"Feeling",5
"2528",276,194,"Conflict",1
"2529",276,341,"Required",1
"2530",276,341,"Advice",1
"2531",276,341,"Feeling",4
"2532",276,341,"Conflict",1
"2533",291,273,"Required",1
"2534",291,273,"Feeling",5
"2535",291,273,"Conflict",1
"2536",291,222,"Required",1
"2537",291,222,"Feeling",5
"2538",291,222,"Conflict",1
"2539",291,84,"Required",1
"2540",291,84,"Advice",1
"2541",291,84,"Feeling",5
"2542",291,84,"Conflict",1
"2543",291,196,"Required",1
"2544",291,196,"Feeling",5
"2545",291,196,"Conflict",3
"2546",291,63,"Required",1
"2547",291,63,"Advice",1
"2548",291,63,"Feeling",5
"2549",291,63,"Conflict",1
"2550",298,40,"Required",1
"2551",298,40,"Advice",1
"2552",298,40,"Feeling",5
"2553",298,40,"Conflict",1
"2554",298,220,"Required",1
"2555",298,220,"Advice",1
"2556",298,220,"Feeling",5
"2557",298,220,"Conflict",2
"2558",298,56,"Required",1
"2559",298,56,"Advice",1
"2560",298,56,"Feeling",5
"2561",298,56,"Conflict",2
"2562",298,116,"Required",1
"2563",298,116,"Advice",1
"2564",298,116,"Feeling",5
"2565",298,116,"Conflict",2
"2566",298,302,"Required",1
"2567",298,302,"Advice",1
"2568",298,302,"Feeling",5
"2569",298,302,"Conflict",1
"2570",298,200,"Required",1
"2571",298,200,"Advice",1
"2572",298,200,"Feeling",5
"2573",298,200,"Conflict",2
"2574",298,171,"Required",1
"2575",298,171,"Advice",1
"2576",298,171,"Feeling",5
"2577",298,171,"Conflict",1
"2578",298,43,"Required",1
"2579",298,43,"Advice",1
"2580",298,43,"Feeling",5
"2581",298,43,"Conflict",1
"2582",298,87,"Required",1
"2583",298,87,"Advice",1
"2584",298,87,"Feeling",5
"2585",298,87,"Conflict",1
"2586",298,349,"Required",1
"2587",298,349,"Advice",1
"2588",298,349,"Feeling",5
"2589",298,349,"Conflict",1
"2590",298,350,"Required",1
"2591",298,350,"Advice",1
"2592",298,350,"Feeling",5
"2593",298,350,"Conflict",1
"2594",298,84,"Required",1
"2595",298,84,"Feeling",5
"2596",298,84,"Conflict",2
"2597",298,82,"Feeling",5
"2598",298,82,"Conflict",1
"2599",298,246,"Required",1
"2600",298,246,"Advice",1
"2601",298,246,"Feeling",5
"2602",298,246,"Conflict",1
"2603",298,20,"Advice",1
"2604",298,20,"Feeling",5
"2605",298,20,"Conflict",1
"2606",300,90,"Required",1
"2607",300,90,"Advice",1
"2608",300,90,"Feeling",5
"2609",300,90,"Conflict",1
"2610",300,238,"Required",1
"2611",300,238,"Feeling",5
"2612",300,238,"Conflict",1
"2613",300,293,"Required",1
"2614",300,293,"Feeling",5
"2615",300,293,"Conflict",1
"2616",300,77,"Required",1
"2617",300,77,"Feeling",5
"2618",300,77,"Conflict",1
"2619",300,206,"Feeling",3
"2620",300,206,"Conflict",1
"2621",300,312,"Required",1
"2622",300,312,"Feeling",3
"2623",300,312,"Conflict",4
"2624",300,147,"Required",1
"2625",300,147,"Advice",1
"2626",300,147,"Feeling",5
"2627",300,147,"Conflict",2
"2628",300,163,"Feeling",5
"2629",300,163,"Conflict",1
"2630",300,30,"Feeling",5
"2631",300,30,"Conflict",1
"2632",300,275,"Feeling",2
"2633",300,275,"Conflict",2
"2634",300,37,"Advice",1
"2635",300,37,"Feeling",5
"2636",300,37,"Conflict",4
"2637",302,84,"Required",1
"2638",302,84,"Advice",1
"2639",302,84,"Feeling",5
"2640",302,84,"Conflict",1
"2641",302,257,"Required",1
"2642",302,257,"Advice",1
"2643",302,257,"Feeling",5
"2644",302,257,"Conflict",1
"2645",302,60,"Required",1
"2646",302,60,"Advice",1
"2647",302,60,"Feeling",5
"2648",302,60,"Conflict",1
"2649",302,303,"Required",1
"2650",302,303,"Advice",1
"2651",302,303,"Feeling",5
"2652",302,303,"Conflict",1
"2653",302,211,"Required",1
"2654",302,211,"Advice",1
"2655",302,211,"Feeling",5
"2656",302,211,"Conflict",1
"2657",302,298,"Required",1
"2658",302,298,"Advice",1
"2659",302,298,"Feeling",5
"2660",302,298,"Conflict",1
"2661",302,209,"Required",1
"2662",302,209,"Advice",1
"2663",302,209,"Feeling",3
"2664",302,209,"Conflict",2
"2665",302,43,"Required",1
"2666",302,43,"Advice",1
"2667",302,43,"Feeling",2
"2668",302,43,"Conflict",2
"2669",302,24,"Required",1
"2670",302,24,"Advice",1
"2671",302,24,"Feeling",5
"2672",302,24,"Conflict",1
"2673",302,200,"Required",1
"2674",302,200,"Advice",1
"2675",302,200,"Feeling",2
"2676",302,200,"Conflict",2
"2677",302,116,"Required",1
"2678",302,116,"Advice",1
"2679",302,116,"Feeling",2
"2680",302,116,"Conflict",2
"2681",302,332,"Required",1
"2682",302,332,"Advice",1
"2683",302,332,"Feeling",5
"2684",302,332,"Conflict",1
"2685",302,100,"Required",1
"2686",302,100,"Advice",1
"2687",302,100,"Feeling",5
"2688",302,100,"Conflict",1
"2689",302,56,"Required",1
"2690",302,56,"Advice",1
"2691",302,56,"Feeling",4
"2692",302,56,"Conflict",1
"2693",302,21,"Required",1
"2694",302,21,"Advice",1
"2695",302,21,"Feeling",4
"2696",302,21,"Conflict",1
"2697",302,145,"Required",1
"2698",302,145,"Advice",1
"2699",302,145,"Feeling",5
"2700",302,145,"Conflict",1
"2701",302,63,"Required",1
"2702",302,63,"Advice",1
"2703",302,63,"Feeling",5
"2704",302,63,"Conflict",1
"2705",302,52,"Required",1
"2706",302,52,"Advice",1
"2707",302,52,"Feeling",5
"2708",302,52,"Conflict",1
"2709",302,111,"Required",1
"2710",302,111,"Advice",1
"2711",302,111,"Feeling",2
"2712",302,111,"Conflict",1
"2713",302,184,"Required",1
"2714",302,184,"Advice",1
"2715",302,184,"Feeling",5
"2716",302,184,"Conflict",1
"2717",302,87,"Required",1
"2718",302,87,"Advice",1
"2719",302,87,"Feeling",5
"2720",302,87,"Conflict",1
"2721",302,256,"Required",1
"2722",302,256,"Advice",1
"2723",302,256,"Feeling",5
"2724",302,256,"Conflict",1
"2725",302,23,"Required",1
"2726",302,23,"Advice",1
"2727",302,23,"Feeling",5
"2728",302,23,"Conflict",1
"2729",304,84,"Required",1
"2730",304,84,"Advice",1
"2731",304,84,"Feeling",4
"2732",304,84,"Conflict",2
"2733",304,81,"Required",1
"2734",304,81,"Advice",1
"2735",304,81,"Feeling",5
"2736",304,81,"Conflict",2
"2737",304,184,"Required",1
"2738",304,184,"Advice",1
"2739",304,184,"Feeling",5
"2740",304,184,"Conflict",1
"2741",304,21,"Required",1
"2742",304,21,"Advice",1
"2743",304,21,"Feeling",5
"2744",304,21,"Conflict",1
"2745",304,23,"Required",1
"2746",304,23,"Advice",1
"2747",304,23,"Feeling",5
"2748",304,23,"Conflict",1
"2749",304,256,"Required",1
"2750",304,256,"Advice",1
"2751",304,256,"Feeling",4
"2752",304,256,"Conflict",1
"2753",306,90,"Feeling",5
"2754",306,90,"Conflict",1
"2755",306,275,"Required",1
"2756",306,275,"Feeling",5
"2757",306,275,"Conflict",1
"2758",306,163,"Required",1
"2759",306,163,"Feeling",3
"2760",306,163,"Conflict",1
"2761",306,30,"Required",1
"2762",306,30,"Feeling",5
"2763",306,30,"Conflict",1
"2764",306,37,"Required",1
"2765",306,37,"Feeling",5
"2766",306,37,"Conflict",1
"2767",306,312,"Required",1
"2768",306,312,"Advice",1
"2769",306,312,"Feeling",5
"2770",306,312,"Conflict",1
"2771",306,20,"Required",1
"2772",306,20,"Advice",1
"2773",306,20,"Feeling",5
"2774",306,20,"Conflict",1
"2775",306,267,"Required",1
"2776",306,267,"Advice",1
"2777",306,267,"Feeling",5
"2778",306,267,"Conflict",1
"2779",306,147,"Required",1
"2780",306,147,"Feeling",4
"2781",306,147,"Conflict",1
"2782",306,16,"Required",1
"2783",306,16,"Feeling",5
"2784",306,16,"Conflict",1
"2785",306,344,"Feeling",3
"2786",306,344,"Conflict",1
"2787",306,75,"Required",1
"2788",306,75,"Advice",1
"2789",306,75,"Feeling",5
