"","numid1","numid2","relation","node1","node2","value","sample","time"
"53",1,27,"InputDecision","D11_Supv.2","S5_Prin.2",3,2,1
"54",1,27,"InputDecision","D11_Supv.2","S5_Prin.2",1,2,2
"55",1,27,"InputDecision","D11_Supv.2","S5_Prin.2",1,2,3
"56",1,27,"Recognition","D11_Supv.2","S5_Prin.2",1,2,1
"57",1,27,"Recognition","D11_Supv.2","S5_Prin.2",1,2,2
"58",1,27,"Innovation","D11_Supv.2","S5_Prin.2",3,2,1
"59",2,1,"Collaboration","D15_Superin.2","D11_Supv.2",1,2,1
"60",2,1,"Collaboration","D15_Superin.2","D11_Supv.2",2,2,2
"61",2,1,"Confidential","D15_Superin.2","D11_Supv.2",1,2,2
"62",2,1,"Energy","D15_Superin.2","D11_Supv.2",1,2,2
"63",2,1,"InfoWork","D15_Superin.2","D11_Supv.2",1,2,1
"64",2,1,"InfoWork","D15_Superin.2","D11_Supv.2",1,2,2
"65",2,1,"InputDecision","D15_Superin.2","D11_Supv.2",1,2,1
"66",2,1,"InputDecision","D15_Superin.2","D11_Supv.2",1,2,2
"67",2,1,"Recognition","D15_Superin.2","D11_Supv.2",1,2,2
"68",2,1,"Innovation","D15_Superin.2","D11_Supv.2",2,2,1
"69",2,1,"Innovation","D15_Superin.2","D11_Supv.2",2,2,2
"70",2,1,"Innovation","D15_Superin.2","D11_Supv.2",1,2,3
"71",2,2,"Collaboration","D15_Superin.2","D15_Superin.2",4,2,1
"72",2,2,"Innovation","D15_Superin.2","D15_Superin.2",1,2,1
"73",2,2,"Innovation","D15_Superin.2","D15_Superin.2",1,2,2
"74",2,2,"Innovation","D15_Superin.2","D15_Superin.2",3,2,3
"75",2,3,"Collaboration","D15_Superin.2","D16_Dir.2",4,2,1
"76",2,3,"Collaboration","D15_Superin.2","D16_Dir.2",4,2,2
"77",2,3,"Collaboration","D15_Superin.2","D16_Dir.2",3,2,3
"78",2,3,"Confidential","D15_Superin.2","D16_Dir.2",2,2,1
"79",2,3,"Confidential","D15_Superin.2","D16_Dir.2",3,2,2
"80",2,3,"Confidential","D15_Superin.2","D16_Dir.2",2,2,3
"81",2,3,"Energy","D15_Superin.2","D16_Dir.2",1,2,1
"82",2,3,"Energy","D15_Superin.2","D16_Dir.2",3,2,2
"83",2,3,"Energy","D15_Superin.2","D16_Dir.2",1,2,3
"84",2,3,"InfoWork","D15_Superin.2","D16_Dir.2",5,2,1
"85",2,3,"InfoWork","D15_Superin.2","D16_Dir.2",4,2,2
"86",2,3,"InfoWork","D15_Superin.2","D16_Dir.2",2,2,3
"87",2,3,"InputDecision","D15_Superin.2","D16_Dir.2",3,2,1
"88",2,3,"InputDecision","D15_Superin.2","D16_Dir.2",3,2,2
"89",2,3,"InputDecision","D15_Superin.2","D16_Dir.2",1,2,3
"90",2,3,"Recognition","D15_Superin.2","D16_Dir.2",2,2,1
"91",2,3,"Recognition","D15_Superin.2","D16_Dir.2",3,2,2
"92",2,3,"Innovation","D15_Superin.2","D16_Dir.2",1,2,1
"93",2,3,"Innovation","D15_Superin.2","D16_Dir.2",2,2,2
"94",2,3,"Innovation","D15_Superin.2","D16_Dir.2",3,2,3
"95",2,4,"Collaboration","D15_Superin.2","D1_Superin.2",4,2,1
"96",2,4,"Collaboration","D15_Superin.2","D1_Superin.2",4,2,2
"97",2,4,"Collaboration","D15_Superin.2","D1_Superin.2",4,2,3
"98",2,4,"Confidential","D15_Superin.2","D1_Superin.2",4,2,1
"99",2,4,"Confidential","D15_Superin.2","D1_Superin.2",3,2,2
"100",2,4,"Confidential","D15_Superin.2","D1_Superin.2",3,2,3
"101",2,4,"Energy","D15_Superin.2","D1_Superin.2",3,2,2
"102",2,4,"Energy","D15_Superin.2","D1_Superin.2",3,2,3
"103",2,4,"InfoWork","D15_Superin.2","D1_Superin.2",5,2,1
"104",2,4,"InfoWork","D15_Superin.2","D1_Superin.2",4,2,2
"105",2,4,"InfoWork","D15_Superin.2","D1_Superin.2",4,2,3
"106",2,4,"InputDecision","D15_Superin.2","D1_Superin.2",5,2,1
"107",2,4,"InputDecision","D15_Superin.2","D1_Superin.2",4,2,2
"108",2,4,"InputDecision","D15_Superin.2","D1_Superin.2",4,2,3
"109",2,4,"Recognition","D15_Superin.2","D1_Superin.2",5,2,1
"110",2,4,"Recognition","D15_Superin.2","D1_Superin.2",2,2,2
"111",2,4,"Recognition","D15_Superin.2","D1_Superin.2",1,2,3
"112",2,4,"Innovation","D15_Superin.2","D1_Superin.2",2,2,1
"113",2,4,"Innovation","D15_Superin.2","D1_Superin.2",2,2,2
"114",2,4,"Innovation","D15_Superin.2","D1_Superin.2",2,2,3
"115",2,5,"Collaboration","D15_Superin.2","D22_Supv.2",2,2,1
"116",2,5,"Collaboration","D15_Superin.2","D22_Supv.2",3,2,2
"117",2,5,"Collaboration","D15_Superin.2","D22_Supv.2",2,2,3
"118",2,5,"Confidential","D15_Superin.2","D22_Supv.2",2,2,1
"119",2,5,"Confidential","D15_Superin.2","D22_Supv.2",2,2,2
"120",2,5,"Energy","D15_Superin.2","D22_Supv.2",1,2,1
"121",2,5,"Energy","D15_Superin.2","D22_Supv.2",2,2,2
"122",2,5,"Energy","D15_Superin.2","D22_Supv.2",2,2,3
"123",2,5,"InfoWork","D15_Superin.2","D22_Supv.2",3,2,1
"124",2,5,"InfoWork","D15_Superin.2","D22_Supv.2",2,2,2
"125",2,5,"InfoWork","D15_Superin.2","D22_Supv.2",2,2,3
"126",2,5,"InputDecision","D15_Superin.2","D22_Supv.2",2,2,1
"127",2,5,"InputDecision","D15_Superin.2","D22_Supv.2",2,2,2
"128",2,5,"InputDecision","D15_Superin.2","D22_Supv.2",1,2,3
"129",2,5,"Recognition","D15_Superin.2","D22_Supv.2",1,2,1
"130",2,5,"Recognition","D15_Superin.2","D22_Supv.2",1,2,2
"131",2,5,"Innovation","D15_Superin.2","D22_Supv.2",1,2,1
"132",2,5,"Innovation","D15_Superin.2","D22_Supv.2",1,2,2
"133",2,5,"Innovation","D15_Superin.2","D22_Supv.2",1,2,3
"134",2,6,"Collaboration","D15_Superin.2","D25_Supv.2",1,2,1
"135",2,6,"Collaboration","D15_Superin.2","D25_Supv.2",1,2,2
"136",2,6,"Confidential","D15_Superin.2","D25_Supv.2",1,2,2
"137",2,6,"Energy","D15_Superin.2","D25_Supv.2",1,2,2
"138",2,6,"InfoWork","D15_Superin.2","D25_Supv.2",1,2,1
"139",2,6,"InfoWork","D15_Superin.2","D25_Supv.2",1,2,2
"140",2,6,"InputDecision","D15_Superin.2","D25_Supv.2",1,2,1
"141",2,6,"InputDecision","D15_Superin.2","D25_Supv.2",1,2,2
"142",2,6,"Recognition","D15_Superin.2","D25_Supv.2",1,2,2
"143",2,6,"Innovation","D15_Superin.2","D25_Supv.2",1,2,1
"144",2,6,"Innovation","D15_Superin.2","D25_Supv.2",1,2,2
"145",2,6,"Innovation","D15_Superin.2","D25_Supv.2",1,2,3
"146",2,7,"Collaboration","D15_Superin.2","D28_Supv.2",4,2,1
"147",2,7,"Collaboration","D15_Superin.2","D28_Supv.2",4,2,2
"148",2,7,"Collaboration","D15_Superin.2","D28_Supv.2",4,2,3
"149",2,7,"Confidential","D15_Superin.2","D28_Supv.2",3,2,1
"150",2,7,"Confidential","D15_Superin.2","D28_Supv.2",3,2,2
"151",2,7,"Confidential","D15_Superin.2","D28_Supv.2",3,2,3
"152",2,7,"Energy","D15_Superin.2","D28_Supv.2",2,2,1
"153",2,7,"Energy","D15_Superin.2","D28_Supv.2",3,2,2
"154",2,7,"Energy","D15_Superin.2","D28_Supv.2",2,2,3
"155",2,7,"InfoWork","D15_Superin.2","D28_Supv.2",5,2,1
"156",2,7,"InfoWork","D15_Superin.2","D28_Supv.2",4,2,2
"157",2,7,"InfoWork","D15_Superin.2","D28_Supv.2",4,2,3
"158",2,7,"InputDecision","D15_Superin.2","D28_Supv.2",5,2,1
"159",2,7,"InputDecision","D15_Superin.2","D28_Supv.2",3,2,2
"160",2,7,"InputDecision","D15_Superin.2","D28_Supv.2",3,2,3
"161",2,7,"Recognition","D15_Superin.2","D28_Supv.2",4,2,1
"162",2,7,"Recognition","D15_Superin.2","D28_Supv.2",2,2,2
"163",2,7,"Recognition","D15_Superin.2","D28_Supv.2",1,2,3
"164",2,7,"Innovation","D15_Superin.2","D28_Supv.2",1,2,1
"165",2,7,"Innovation","D15_Superin.2","D28_Supv.2",1,2,2
"166",2,7,"Innovation","D15_Superin.2","D28_Supv.2",1,2,3
"167",2,8,"Collaboration","D15_Superin.2","D3_Dir.2",1,2,1
"168",2,8,"Collaboration","D15_Superin.2","D3_Dir.2",2,2,2
"169",2,8,"Collaboration","D15_Superin.2","D3_Dir.2",1,2,3
"170",2,8,"Confidential","D15_Superin.2","D3_Dir.2",1,2,2
"171",2,8,"Energy","D15_Superin.2","D3_Dir.2",1,2,2
"172",2,8,"InfoWork","D15_Superin.2","D3_Dir.2",2,2,1
"173",2,8,"InfoWork","D15_Superin.2","D3_Dir.2",1,2,2
"174",2,8,"InfoWork","D15_Superin.2","D3_Dir.2",1,2,3
"175",2,8,"InputDecision","D15_Superin.2","D3_Dir.2",1,2,1
"176",2,8,"InputDecision","D15_Superin.2","D3_Dir.2",1,2,2
"177",2,8,"Recognition","D15_Superin.2","D3_Dir.2",1,2,2
"178",2,8,"Innovation","D15_Superin.2","D3_Dir.2",1,2,1
"179",2,8,"Innovation","D15_Superin.2","D3_Dir.2",1,2,2
"180",2,8,"Innovation","D15_Superin.2","D3_Dir.2",1,2,3
"181",2,9,"Collaboration","D15_Superin.2","D4_Superin.2",4,2,1
"182",2,9,"Collaboration","D15_Superin.2","D4_Superin.2",4,2,2
"183",2,9,"Collaboration","D15_Superin.2","D4_Superin.2",4,2,3
"184",2,9,"Confidential","D15_Superin.2","D4_Superin.2",4,2,1
"185",2,9,"Confidential","D15_Superin.2","D4_Superin.2",4,2,2
"186",2,9,"Confidential","D15_Superin.2","D4_Superin.2",4,2,3
"187",2,9,"Energy","D15_Superin.2","D4_Superin.2",2,2,1
"188",2,9,"Energy","D15_Superin.2","D4_Superin.2",3,2,2
"189",2,9,"Energy","D15_Superin.2","D4_Superin.2",2,2,3
"190",2,9,"InfoWork","D15_Superin.2","D4_Superin.2",5,2,1
"191",2,9,"InfoWork","D15_Superin.2","D4_Superin.2",4,2,2
"192",2,9,"InfoWork","D15_Superin.2","D4_Superin.2",4,2,3
"193",2,9,"InputDecision","D15_Superin.2","D4_Superin.2",5,2,1
"194",2,9,"InputDecision","D15_Superin.2","D4_Superin.2",4,2,2
"195",2,9,"InputDecision","D15_Superin.2","D4_Superin.2",4,2,3
"196",2,9,"Recognition","D15_Superin.2","D4_Superin.2",5,2,1
"197",2,9,"Recognition","D15_Superin.2","D4_Superin.2",3,2,2
"198",2,9,"Innovation","D15_Superin.2","D4_Superin.2",1,2,1
"199",2,9,"Innovation","D15_Superin.2","D4_Superin.2",1,2,2
"200",2,9,"Innovation","D15_Superin.2","D4_Superin.2",2,2,3
"201",2,10,"Collaboration","D15_Superin.2","D6_Supv.2",1,2,1
"202",2,10,"Collaboration","D15_Superin.2","D6_Supv.2",2,2,2
"203",2,10,"Collaboration","D15_Superin.2","D6_Supv.2",2,2,3
"204",2,10,"Confidential","D15_Superin.2","D6_Supv.2",1,2,1
"205",2,10,"Confidential","D15_Superin.2","D6_Supv.2",1,2,2
"206",2,10,"Confidential","D15_Superin.2","D6_Supv.2",1,2,3
"207",2,10,"Energy","D15_Superin.2","D6_Supv.2",2,2,1
"208",2,10,"Energy","D15_Superin.2","D6_Supv.2",3,2,2
"209",2,10,"Energy","D15_Superin.2","D6_Supv.2",2,2,3
"210",2,10,"InfoWork","D15_Superin.2","D6_Supv.2",3,2,1
"211",2,10,"InfoWork","D15_Superin.2","D6_Supv.2",2,2,2
"212",2,10,"InfoWork","D15_Superin.2","D6_Supv.2",1,2,3
"213",2,10,"InputDecision","D15_Superin.2","D6_Supv.2",1,2,1
"214",2,10,"InputDecision","D15_Superin.2","D6_Supv.2",1,2,2
"215",2,10,"InputDecision","D15_Superin.2","D6_Supv.2",1,2,3
"216",2,10,"Recognition","D15_Superin.2","D6_Supv.2",1,2,1
"217",2,10,"Recognition","D15_Superin.2","D6_Supv.2",1,2,2
"218",2,10,"Innovation","D15_Superin.2","D6_Supv.2",1,2,1
"219",2,10,"Innovation","D15_Superin.2","D6_Supv.2",2,2,2
"220",2,10,"Innovation","D15_Superin.2","D6_Supv.2",1,2,3
"221",2,11,"Collaboration","D15_Superin.2","D7_Superin.2",4,2,1
"222",2,11,"Collaboration","D15_Superin.2","D7_Superin.2",4,2,2
"223",2,11,"Collaboration","D15_Superin.2","D7_Superin.2",3,2,3
"224",2,11,"Confidential","D15_Superin.2","D7_Superin.2",4,2,1
"225",2,11,"Confidential","D15_Superin.2","D7_Superin.2",4,2,2
"226",2,11,"Confidential","D15_Superin.2","D7_Superin.2",3,2,3
"227",2,11,"Energy","D15_Superin.2","D7_Superin.2",2,2,1
"228",2,11,"Energy","D15_Superin.2","D7_Superin.2",3,2,2
"229",2,11,"Energy","D15_Superin.2","D7_Superin.2",3,2,3
"230",2,11,"InfoWork","D15_Superin.2","D7_Superin.2",5,2,1
"231",2,11,"InfoWork","D15_Superin.2","D7_Superin.2",4,2,2
"232",2,11,"InfoWork","D15_Superin.2","D7_Superin.2",4,2,3
"233",2,11,"InputDecision","D15_Superin.2","D7_Superin.2",5,2,1
"234",2,11,"InputDecision","D15_Superin.2","D7_Superin.2",3,2,2
"235",2,11,"InputDecision","D15_Superin.2","D7_Superin.2",3,2,3
"236",2,11,"Recognition","D15_Superin.2","D7_Superin.2",3,2,1
"237",2,11,"Recognition","D15_Superin.2","D7_Superin.2",2,2,2
"238",2,11,"Innovation","D15_Superin.2","D7_Superin.2",1,2,1
"239",2,11,"Innovation","D15_Superin.2","D7_Superin.2",1,2,2
"240",2,11,"Innovation","D15_Superin.2","D7_Superin.2",1,2,3
"241",2,12,"Collaboration","D15_Superin.2","D9_Asst.2",4,2,1
"242",2,12,"Collaboration","D15_Superin.2","D9_Asst.2",4,2,2
"243",2,12,"Collaboration","D15_Superin.2","D9_Asst.2",4,2,3
"244",2,12,"Confidential","D15_Superin.2","D9_Asst.2",4,2,1
"245",2,12,"Confidential","D15_Superin.2","D9_Asst.2",4,2,2
"246",2,12,"Confidential","D15_Superin.2","D9_Asst.2",4,2,3
"247",2,12,"Energy","D15_Superin.2","D9_Asst.2",3,2,1
"248",2,12,"Energy","D15_Superin.2","D9_Asst.2",3,2,2
"249",2,12,"Energy","D15_Superin.2","D9_Asst.2",3,2,3
"250",2,12,"InfoWork","D15_Superin.2","D9_Asst.2",5,2,1
"251",2,12,"InfoWork","D15_Superin.2","D9_Asst.2",4,2,2
"252",2,12,"InfoWork","D15_Superin.2","D9_Asst.2",4,2,3
"253",2,12,"InputDecision","D15_Superin.2","D9_Asst.2",5,2,1
"254",2,12,"InputDecision","D15_Superin.2","D9_Asst.2",3,2,2
"255",2,12,"InputDecision","D15_Superin.2","D9_Asst.2",4,2,3
"256",2,12,"Recognition","D15_Superin.2","D9_Asst.2",2,2,1
"257",2,12,"Recognition","D15_Superin.2","D9_Asst.2",2,2,2
"258",2,12,"Innovation","D15_Superin.2","D9_Asst.2",1,2,1
"259",2,12,"Innovation","D15_Superin.2","D9_Asst.2",2,2,2
"260",2,12,"Innovation","D15_Superin.2","D9_Asst.2",2,2,3
"261",2,13,"Collaboration","D15_Superin.2","S13_AstPrin.2",1,2,1
"262",2,13,"Collaboration","D15_Superin.2","S13_AstPrin.2",2,2,2
"263",2,13,"Confidential","D15_Superin.2","S13_AstPrin.2",1,2,2
"264",2,13,"Energy","D15_Superin.2","S13_AstPrin.2",2,2,2
"265",2,13,"InfoWork","D15_Superin.2","S13_AstPrin.2",1,2,1
"266",2,13,"InfoWork","D15_Superin.2","S13_AstPrin.2",1,2,2
"267",2,13,"InputDecision","D15_Superin.2","S13_AstPrin.2",1,2,1
"268",2,13,"InputDecision","D15_Superin.2","S13_AstPrin.2",1,2,2
"269",2,13,"Recognition","D15_Superin.2","S13_AstPrin.2",1,2,1
"270",2,13,"Recognition","D15_Superin.2","S13_AstPrin.2",1,2,2
"271",2,13,"Innovation","D15_Superin.2","S13_AstPrin.2",1,2,1
"272",2,13,"Innovation","D15_Superin.2","S13_AstPrin.2",1,2,2
"273",2,13,"Innovation","D15_Superin.2","S13_AstPrin.2",2,2,3
"274",2,14,"Collaboration","D15_Superin.2","S14_Prin.2",3,2,1
"275",2,14,"Collaboration","D15_Superin.2","S14_Prin.2",2,2,2
"276",2,14,"Collaboration","D15_Superin.2","S14_Prin.2",2,2,3
"277",2,14,"Confidential","D15_Superin.2","S14_Prin.2",2,2,2
"278",2,14,"Confidential","D15_Superin.2","S14_Prin.2",2,2,3
"279",2,14,"Energy","D15_Superin.2","S14_Prin.2",1,2,1
"280",2,14,"Energy","D15_Superin.2","S14_Prin.2",2,2,2
"281",2,14,"Energy","D15_Superin.2","S14_Prin.2",2,2,3
"282",2,14,"InfoWork","D15_Superin.2","S14_Prin.2",3,2,1
"283",2,14,"InfoWork","D15_Superin.2","S14_Prin.2",2,2,2
"284",2,14,"InfoWork","D15_Superin.2","S14_Prin.2",2,2,3
"285",2,14,"InputDecision","D15_Superin.2","S14_Prin.2",2,2,1
"286",2,14,"InputDecision","D15_Superin.2","S14_Prin.2",2,2,2
"287",2,14,"InputDecision","D15_Superin.2","S14_Prin.2",1,2,3
"288",2,14,"Recognition","D15_Superin.2","S14_Prin.2",1,2,1
"289",2,14,"Recognition","D15_Superin.2","S14_Prin.2",1,2,2
"290",2,14,"Innovation","D15_Superin.2","S14_Prin.2",1,2,1
"291",2,14,"Innovation","D15_Superin.2","S14_Prin.2",1,2,2
"292",2,14,"Innovation","D15_Superin.2","S14_Prin.2",1,2,3
"293",2,15,"Collaboration","D15_Superin.2","S17_Prin.2",2,2,1
"294",2,15,"Collaboration","D15_Superin.2","S17_Prin.2",2,2,2
"295",2,15,"Collaboration","D15_Superin.2","S17_Prin.2",2,2,3
"296",2,15,"Confidential","D15_Superin.2","S17_Prin.2",2,2,2
"297",2,15,"Energy","D15_Superin.2","S17_Prin.2",1,2,1
"298",2,15,"Energy","D15_Superin.2","S17_Prin.2",2,2,2
"299",2,15,"Energy","D15_Superin.2","S17_Prin.2",1,2,3
"300",2,15,"InfoWork","D15_Superin.2","S17_Prin.2",2,2,1
"301",2,15,"InfoWork","D15_Superin.2","S17_Prin.2",2,2,2
"302",2,15,"InfoWork","D15_Superin.2","S17_Prin.2",2,2,3
"303",2,15,"InputDecision","D15_Superin.2","S17_Prin.2",2,2,1
"304",2,15,"InputDecision","D15_Superin.2","S17_Prin.2",1,2,2
"305",2,15,"Recognition","D15_Superin.2","S17_Prin.2",2,2,1
"306",2,15,"Recognition","D15_Superin.2","S17_Prin.2",1,2,2
"307",2,15,"Innovation","D15_Superin.2","S17_Prin.2",1,2,3
"308",2,16,"Collaboration","D15_Superin.2","S18_Prin.2",3,2,1
"309",2,16,"Collaboration","D15_Superin.2","S18_Prin.2",3,2,2
"310",2,16,"Collaboration","D15_Superin.2","S18_Prin.2",3,2,3
"311",2,16,"Confidential","D15_Superin.2","S18_Prin.2",2,2,1
"312",2,16,"Confidential","D15_Superin.2","S18_Prin.2",3,2,2
"313",2,16,"Confidential","D15_Superin.2","S18_Prin.2",2,2,3
"314",2,16,"Energy","D15_Superin.2","S18_Prin.2",2,2,2
"315",2,16,"InfoWork","D15_Superin.2","S18_Prin.2",4,2,1
"316",2,16,"InfoWork","D15_Superin.2","S18_Prin.2",3,2,2
"317",2,16,"InfoWork","D15_Superin.2","S18_Prin.2",3,2,3
"318",2,16,"InputDecision","D15_Superin.2","S18_Prin.2",3,2,1
"319",2,16,"InputDecision","D15_Superin.2","S18_Prin.2",3,2,2
"320",2,16,"InputDecision","D15_Superin.2","S18_Prin.2",1,2,3
"321",2,16,"Recognition","D15_Superin.2","S18_Prin.2",2,2,1
"322",2,16,"Recognition","D15_Superin.2","S18_Prin.2",1,2,2
"323",2,16,"Innovation","D15_Superin.2","S18_Prin.2",2,2,1
"324",2,16,"Innovation","D15_Superin.2","S18_Prin.2",3,2,2
"325",2,16,"Innovation","D15_Superin.2","S18_Prin.2",1,2,3
"326",2,17,"Collaboration","D15_Superin.2","S1_Prin.2",3,2,1
"327",2,17,"Collaboration","D15_Superin.2","S1_Prin.2",4,2,2
"328",2,17,"Collaboration","D15_Superin.2","S1_Prin.2",3,2,3
"329",2,17,"Confidential","D15_Superin.2","S1_Prin.2",2,2,1
"330",2,17,"Confidential","D15_Superin.2","S1_Prin.2",3,2,2
"331",2,17,"Confidential","D15_Superin.2","S1_Prin.2",1,2,3
"332",2,17,"Energy","D15_Superin.2","S1_Prin.2",3,2,1
"333",2,17,"Energy","D15_Superin.2","S1_Prin.2",3,2,2
"334",2,17,"Energy","D15_Superin.2","S1_Prin.2",2,2,3
"335",2,17,"InfoWork","D15_Superin.2","S1_Prin.2",3,2,1
"336",2,17,"InfoWork","D15_Superin.2","S1_Prin.2",3,2,2
"337",2,17,"InfoWork","D15_Superin.2","S1_Prin.2",2,2,3
"338",2,17,"InputDecision","D15_Superin.2","S1_Prin.2",2,2,1
"339",2,17,"InputDecision","D15_Superin.2","S1_Prin.2",2,2,2
"340",2,17,"InputDecision","D15_Superin.2","S1_Prin.2",1,2,3
"341",2,17,"Recognition","D15_Superin.2","S1_Prin.2",2,2,1
"342",2,17,"Recognition","D15_Superin.2","S1_Prin.2",2,2,2
"343",2,17,"Recognition","D15_Superin.2","S1_Prin.2",1,2,3
"344",2,17,"Innovation","D15_Superin.2","S1_Prin.2",2,2,1
"345",2,17,"Innovation","D15_Superin.2","S1_Prin.2",2,2,2
"346",2,17,"Innovation","D15_Superin.2","S1_Prin.2",1,2,3
"347",2,18,"Collaboration","D15_Superin.2","S23_AstPrin.2",1,2,1
"348",2,18,"Collaboration","D15_Superin.2","S23_AstPrin.2",2,2,2
"349",2,18,"Collaboration","D15_Superin.2","S23_AstPrin.2",2,2,3
"350",2,18,"Confidential","D15_Superin.2","S23_AstPrin.2",2,2,2
"351",2,18,"Energy","D15_Superin.2","S23_AstPrin.2",2,2,2
"352",2,18,"InfoWork","D15_Superin.2","S23_AstPrin.2",1,2,1
"353",2,18,"InfoWork","D15_Superin.2","S23_AstPrin.2",2,2,2
"354",2,18,"InfoWork","D15_Superin.2","S23_AstPrin.2",1,2,3
"355",2,18,"InputDecision","D15_Superin.2","S23_AstPrin.2",1,2,1
"356",2,18,"InputDecision","D15_Superin.2","S23_AstPrin.2",1,2,2
"357",2,18,"InputDecision","D15_Superin.2","S23_AstPrin.2",1,2,3
"358",2,18,"Recognition","D15_Superin.2","S23_AstPrin.2",1,2,1
"359",2,18,"Recognition","D15_Superin.2","S23_AstPrin.2",1,2,2
"360",2,18,"Innovation","D15_Superin.2","S23_AstPrin.2",2,2,1
"361",2,18,"Innovation","D15_Superin.2","S23_AstPrin.2",1,2,2
"362",2,18,"Innovation","D15_Superin.2","S23_AstPrin.2",1,2,3
"363",2,19,"Collaboration","D15_Superin.2","S24_Prin.2",2,2,1
"364",2,19,"Collaboration","D15_Superin.2","S24_Prin.2",3,2,2
"365",2,19,"Collaboration","D15_Superin.2","S24_Prin.2",2,2,3
"366",2,19,"Confidential","D15_Superin.2","S24_Prin.2",2,2,1
"367",2,19,"Confidential","D15_Superin.2","S24_Prin.2",2,2,2
"368",2,19,"Energy","D15_Superin.2","S24_Prin.2",1,2,1
"369",2,19,"Energy","D15_Superin.2","S24_Prin.2",2,2,2
"370",2,19,"Energy","D15_Superin.2","S24_Prin.2",2,2,3
"371",2,19,"InfoWork","D15_Superin.2","S24_Prin.2",3,2,1
